rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,HZ_bin,Temp_habitable_bin,H_index
5757,8332986,K01137.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,302.38867822,8.599e-05,-8.599e-05,309.18675,0.000224,-0.000224,1.134,0.306,-0.132,3.1229,0.0138,-0.0138,41320.0,171.0,-171.0,40.73,3.42,-2.75,238.0,,,0.76,0.21,-0.15,294.8,1.0,q1_q17_dr25_tce,5328.0,106.0,-106.0,4.499,0.066,-0.06,0.857,0.072,-0.058,301.70923,44.281792,14.041,1,1,1.0
5831,11497958,K01422.05,Kepler-296 e,CONFIRMED,CANDIDATE,0.984,0,0,0,0,34.1420506,0.0002289,-0.0002289,136.03624,0.00559,-0.00559,0.105,0.334,-0.105,2.945,0.179,-0.179,788.0,63.1,-63.1,1.06,0.13,-0.16,248.0,,,0.89,0.33,-0.3,13.3,4.0,q1_q17_dr25_tce,3526.0,71.0,-78.0,4.866,0.066,-0.044,0.383,0.048,-0.058,286.54001,49.437328,15.921,1,1,1.0
5911,3958301,K03381.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,1,1,0,387.56519,0.01282,-0.01282,269.7929,0.0243,-0.0243,0.916,0.045,-0.62,13.28,1.0,-1.0,1083.0,115.0,-115.0,4.02,1.18,-0.42,271.0,,,1.28,1.1,-0.39,11.8,2.0,q1_q17_dr25_tce,6289.0,175.0,-219.0,4.454,0.052,-0.195,1.02,0.299,-0.107,292.55002,39.023811,15.598,1,1,1.0
5912,5353137,K03447.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,31.5073649,0.000551,-0.000551,159.1203,0.0174,-0.0174,0.774,0.018,-0.5598,7.362,0.443,-0.443,330.5,25.5,-25.5,0.74,0.11,-0.14,253.0,,,0.97,0.44,-0.39,15.4,1.0,q1_q16_tce,3554.0,68.0,-82.0,4.888,0.08,-0.08,0.37,0.06,-0.07,288.89194,40.563141,15.327,1,1,1.0
5916,3968809,K05030.01,,CANDIDATE,CANDIDATE,,0,0,0,0,411.8969,0.01427,-0.01427,379.0087,0.0151,-0.0151,0.4026,0.0322,-0.4026,6.203,0.673,-0.673,502.8,64.4,-64.4,2.61,1.3,-0.3,279.0,,,1.43,2.1,-0.48,8.5,1.0,q1_q16_tce,6362.0,154.0,-247.0,4.408,0.058,-0.3,1.144,0.569,-0.135,295.18872,39.01865,14.452,1,1,1.0
5935,6443093,K05284.01,,CANDIDATE,CANDIDATE,0.957,0,0,0,0,389.316341,0.002493,-0.002493,351.36049,0.0054,-0.0054,1.202,7.061,-0.47,5.49,0.206,-0.206,2599.8,90.1,-90.1,27.61,7.7,-3.29,245.0,,,0.86,0.7,-0.27,34.7,1.0,q1_q17_dr25_tce,5731.0,153.0,-170.0,4.44,0.098,-0.182,0.958,0.267,-0.114,291.89035,41.816818,14.57,1,1,1.0
5945,4077767,K05039.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,168.77118,0.01087,-0.01087,233.3138,0.0281,-0.0281,36.9452,57.56,-1.201,2.263,0.885,-0.885,2045.0,403.0,-403.0,2825.04,400.8,-231.8,251.0,,,0.93,0.48,-0.24,5.5,1.0,q1_q16_tce,4936.0,188.0,-157.0,4.597,0.037,-0.071,0.719,0.102,-0.059,296.40408,39.169811,15.941,1,1,1.0
5953,5439000,K05165.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,369.73011,0.02032,-0.02032,246.29,0.0404,-0.0404,0.1236,0.3231,-0.1235,14.27,3.9,-3.9,274.8,81.3,-81.3,1.66,0.74,-0.15,274.0,,,1.34,1.74,-0.37,9.6,1.0,q1_q16_tce,6283.0,161.0,-195.0,4.453,0.052,-0.302,0.999,0.441,-0.095,288.85123,40.692589,13.976,1,1,1.0
5993,6600515,K05302.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.04697,0.02087,-0.02087,259.4285,0.0411,-0.0411,0.0457,0.4065,-0.0456,14.29,1.0,-1.0,673.4,64.6,-64.6,2.7,1.11,-0.25,271.0,,,1.28,1.51,-0.36,25.2,1.0,q1_q16_tce,6173.0,146.0,-201.0,4.447,0.046,-0.276,1.041,0.424,-0.097,290.08987,42.076111,14.726,1,1,1.0
6013,5616628,K05184.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,419.75224,0.01339,-0.01339,525.0002,0.015,-0.015,0.3316,0.1294,-0.3315,4.154,0.671,-0.671,754.0,137.0,-137.0,2.82,1.24,-0.27,257.0,,,1.03,1.34,-0.3,6.3,1.0,q1_q16_tce,6137.0,158.0,-216.0,4.457,0.048,-0.3,1.016,0.446,-0.097,290.76614,40.881691,15.691,1,1,1.0
6014,5623137,K05185.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,419.95929,0.06137,-0.06137,354.2265,0.0612,-0.0612,0.4834,0.0454,-0.4329,13.86,1.8,-1.8,196.2,40.3,-40.3,1.53,0.51,-0.28,266.0,,,1.18,1.17,-0.48,5.9,1.0,q1_q16_tce,5953.0,171.0,-163.0,4.314,0.175,-0.223,1.068,0.357,-0.199,292.76889,40.816181,14.44,1,1,1.0
6017,6612973,K05306.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,681.01756,0.01934,-0.01934,136.3997,0.0241,-0.0241,0.362,0.1142,-0.362,8.74,1.1,-1.1,133.9,17.3,-17.3,1.69,0.69,-0.48,274.0,,,1.33,1.65,-0.74,9.2,1.0,q1_q16_tce,6295.0,200.0,-219.0,4.091,0.282,-0.225,1.435,0.586,-0.406,293.80481,42.026001,12.119,1,1,1.0
6026,2437653,K04940.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,84.6405853,0.0009678,-0.0009678,183.17243,0.00971,-0.00971,0.2541,0.2141,-0.254,2.657,0.306,-0.306,784.0,117.0,-117.0,1.72,0.14,-0.18,271.0,,,1.27,0.41,-0.36,8.2,1.0,q1_q16_tce,4386.0,130.0,-129.0,4.629,0.057,-0.027,0.63,0.052,-0.064,290.24103,37.785221,15.16,1,1,1.0
6034,4478142,K05067.01,,CANDIDATE,CANDIDATE,0.898,0,0,0,0,219.931324,0.0067,-0.0067,329.3836,0.0226,-0.0226,0.307,0.157,-0.307,4.818,0.873,-0.873,641.0,118.0,-118.0,2.3,0.29,-0.14,279.0,,,1.43,0.49,-0.23,7.1,1.0,q1_q17_dr25_tce,5557.0,75.0,-83.0,4.5,0.038,-0.113,0.912,0.116,-0.053,295.1868,39.575691,14.254,1,1,1.0
6046,6864891,K05330.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,40.8801539,0.0009918,-0.0009918,163.3624,0.0191,-0.0191,0.016,0.442,-0.016,5.472,0.494,-0.494,395.8,46.0,-46.0,0.92,0.06,-0.07,265.0,,,1.17,0.23,-0.23,10.0,1.0,q1_q17_dr25_tce,3746.0,59.0,-59.0,4.775,0.042,-0.025,0.469,0.028,-0.035,292.36017,42.38184,15.943,1,1,1.0
6071,5784803,K05200.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,357.77096,0.01451,-0.01451,309.1578,0.0253,-0.0253,0.1056,0.356,-0.1056,12.999,0.828,-0.828,216.3,28.6,-28.6,1.42,0.54,-0.19,249.0,,,0.9,1.02,-0.29,9.7,1.0,q1_q16_tce,5523.0,159.0,-134.0,4.395,0.121,-0.248,0.981,0.372,-0.134,289.88107,41.069221,14.161,1,1,1.0
6072,5791713,K05201.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,531.33282,0.0123,-0.0123,295.2843,0.017,-0.017,0.3099,0.1621,-0.3099,3.702,0.734,-0.734,669.0,126.0,-126.0,2.67,1.18,-0.25,239.0,,,0.77,1.01,-0.22,7.1,1.0,q1_q16_tce,6163.0,169.0,-227.0,4.457,0.047,-0.297,1.022,0.45,-0.095,292.0715,41.099899,15.191,1,1,1.0
6106,6767337,K05326.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,506.771836,0.009906,-0.009906,158.7498,0.0138,-0.0138,0.1643,0.2896,-0.1642,10.535,0.552,-0.552,195.2,17.4,-17.4,1.8,0.64,-0.43,275.0,,,1.35,1.41,-0.65,15.0,1.0,q1_q16_tce,6035.0,157.0,-161.0,4.177,0.242,-0.215,1.283,0.459,-0.309,288.57758,42.296021,12.588,1,1,1.0
6115,4761427,K05085.01,,CANDIDATE,CANDIDATE,,0,0,0,0,327.063,0.01666,-0.01666,438.3693,0.0299,-0.0299,0.3983,0.0519,-0.3983,8.06,1.8,-1.8,1006.0,181.0,-181.0,2.82,1.06,-0.22,248.0,,,0.89,1.0,-0.22,8.8,1.0,q1_q16_tce,5750.0,166.0,-177.0,4.538,0.028,-0.273,0.882,0.331,-0.068,295.62579,39.824638,15.941,1,1,1.0
6128,5965629,K05216.01,,CANDIDATE,CANDIDATE,,0,0,0,0,377.311149,0.007296,-0.007296,411.6189,0.0139,-0.0139,0.3818,0.0611,-0.3818,3.33,0.467,-0.467,804.0,140.0,-140.0,2.56,1.08,-0.21,243.0,,,0.83,1.06,-0.21,8.3,1.0,q1_q16_tce,5897.0,169.0,-179.0,4.531,0.031,-0.303,0.891,0.378,-0.071,293.46365,41.290939,15.495,1,1,1.0
6130,6939913,K05337.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,470.65357,0.01034,-0.01034,173.647,0.0186,-0.0186,0.1585,0.3081,-0.1585,3.458,0.867,-0.867,985.0,185.0,-185.0,2.99,1.21,-0.27,238.0,,,0.75,0.9,-0.21,8.3,1.0,q1_q16_tce,6039.0,156.0,-198.0,4.493,0.044,-0.293,0.951,0.386,-0.087,289.04572,42.446758,15.07,1,1,1.0
6144,4843751,K05094.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,310.61299,0.01022,-0.01022,267.0451,0.0335,-0.0335,0.1879,0.3507,-0.1879,2.562,0.676,-0.676,920.0,220.0,-220.0,3.04,1.14,-0.29,279.0,,,1.43,1.55,-0.43,6.5,1.0,q1_q16_tce,6063.0,154.0,-227.0,4.47,0.048,-0.271,1.001,0.375,-0.097,294.06229,39.902229,15.503,1,1,1.0
6155,6021840,K05222.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,367.6758,0.03193,-0.03193,370.244,0.0551,-0.0551,0.0213,0.4275,-0.021,23.5,1.4,-1.4,699.5,70.9,-70.9,2.77,1.42,-0.26,271.0,,,1.27,1.93,-0.37,14.0,1.0,q1_q16_tce,6140.0,156.0,-220.0,4.455,0.043,-0.329,1.048,0.537,-0.098,283.51559,41.335819,15.343,1,1,1.0
6160,3428127,K04978.01,,CANDIDATE,CANDIDATE,,0,0,0,0,339.18998,0.01434,-0.01434,300.2366,0.029,-0.029,0.2222,0.2486,-0.2221,5.117,0.597,-0.597,822.0,124.0,-124.0,2.75,1.09,-0.38,253.0,,,0.96,1.2,-0.32,7.6,1.0,q1_q16_tce,5544.0,192.0,-159.0,4.402,0.12,-0.256,0.966,0.385,-0.133,286.59076,38.5583,15.278,1,1,1.0
6174,6034834,K05227.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,371.56492,0.0139,-0.0139,259.8491,0.0316,-0.0316,0.2626,0.194,-0.2625,14.736,0.697,-0.697,375.5,33.2,-33.2,1.89,0.82,-0.35,259.0,,,1.06,1.39,-0.43,16.2,1.0,q1_q16_tce,5735.0,172.0,-138.0,4.351,0.183,-0.272,0.972,0.422,-0.183,289.34515,41.36478,14.058,1,1,1.0
6179,6047853,K05232.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,476.39752,0.03404,-0.03404,227.0486,0.0198,-0.0198,0.2293,0.2089,-0.2291,12.13,1.2,-1.2,287.8,28.7,-28.7,1.82,0.86,-0.19,261.0,,,1.09,1.53,-0.33,11.1,1.0,q1_q16_tce,6300.0,157.0,-204.0,4.401,0.071,-0.299,1.064,0.505,-0.114,293.48605,41.320229,13.71,1,1,1.0
6185,3546821,K04990.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,561.08191,0.04662,-0.04662,133.5178,0.0574,-0.0574,0.4298,0.042,-0.4293,14.94,7.3,-7.3,229.1,46.3,-46.3,1.93,1.04,-0.35,255.0,,,1.0,1.61,-0.41,9.8,1.0,q1_q16_tce,6014.0,148.0,-177.0,4.264,0.157,-0.282,1.258,0.675,-0.233,292.00742,38.617329,12.602,1,1,1.0
6196,6067545,K05236.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,550.86514,0.01215,-0.01215,307.6878,0.013,-0.013,0.027,0.428,-0.027,14.548,0.486,-0.486,346.5,19.3,-19.3,2.06,0.34,-0.2,238.0,,,0.76,0.31,-0.18,20.8,1.0,q1_q17_dr25_tce,5912.0,71.0,-82.0,4.367,0.08,-0.12,1.115,0.181,-0.111,298.39798,41.314892,13.093,1,1,1.0
6198,6116605,K05238.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,419.21314,0.0192,-0.0192,164.0745,0.0431,-0.0431,0.9597,0.0135,-0.6675,6.385,0.78,-0.78,2084.0,218.0,-218.0,5.06,0.0,0.0,243.0,,,0.83,0.0,0.0,9.6,1.0,q1_q16_tce,5780.0,,,4.438,,,1.0,,,289.62195,41.456196,11.0,1,1,1.0
6211,5037742,K05120.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,250.4858,0.02284,-0.02284,183.25,0.0585,-0.0585,0.3157,0.1689,-0.3157,12.72,1.6,-1.6,674.6,99.6,-99.6,2.1,0.68,-0.15,246.0,,,0.86,0.88,-0.19,13.2,1.0,q1_q16_tce,5377.0,181.0,-154.0,4.581,0.023,-0.221,0.814,0.266,-0.057,298.0976,40.14069,15.433,1,1,1.0
6214,5091808,K05123.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,288.94276,0.01534,-0.01534,193.4457,0.0419,-0.0419,0.2515,0.1851,-0.251,11.43,1.3,-1.3,160.6,24.2,-24.2,1.05,0.56,-0.13,265.0,,,1.16,1.9,-0.37,6.7,1.0,q1_q16_tce,5786.0,185.0,-143.0,4.463,0.122,-0.338,0.827,0.434,-0.108,289.53738,40.21331,14.242,1,1,1.0
6218,6149980,K05244.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,603.3102,0.01152,-0.01152,151.0618,0.0128,-0.0128,0.3142,0.1387,-0.3141,8.025,0.558,-0.558,517.9,51.4,-51.4,2.6,1.35,-0.29,250.0,,,0.92,1.42,-0.29,11.9,1.0,q1_q16_tce,6446.0,160.0,-228.0,4.391,0.065,-0.311,1.125,0.586,-0.124,298.60699,41.446011,13.911,1,1,1.0
6228,5094412,K05124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,276.879492,0.002526,-0.002526,176.52152,0.00669,-0.00669,1.045,0.032,-0.735,3.779,0.315,-0.315,1762.0,184.0,-184.0,11.67,1.08,-1.42,260.0,,,1.08,0.3,-0.29,10.4,1.0,q1_q17_dr25_tce,5324.0,85.0,-74.0,4.396,0.126,-0.063,0.966,0.089,-0.118,290.2984,40.287842,15.772,1,1,1.0
6276,3854101,K05018.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,293.5056071,0.0007301,-0.0007301,328.7269,0.00218,-0.00218,1.341,6.63,-0.285,3.4075,0.0789,-0.0789,6824.0,158.0,-158.0,48.59,6.08,-6.09,265.0,,,1.16,0.4,-0.32,51.0,1.0,q1_q17_dr25_tce,5455.0,81.0,-73.0,4.381,0.126,-0.084,1.006,0.126,-0.126,292.4649,38.907421,15.184,1,1,1.0
6279,3863877,K05021.01,,CANDIDATE,CANDIDATE,,0,0,0,0,288.07937,0.003761,-0.003761,355.49261,0.00933,-0.00933,0.0483,0.4066,-0.0483,3.161,0.322,-0.322,991.0,161.0,-161.0,3.01,1.24,-0.23,269.0,,,1.25,1.51,-0.33,7.6,1.0,q1_q16_tce,5825.0,152.0,-209.0,4.504,0.032,-0.297,0.965,0.4,-0.073,294.90323,38.95647,15.212,1,1,1.0
6282,5255259,K05142.01,,CANDIDATE,CANDIDATE,,0,0,0,0,198.895864,0.002938,-0.002938,225.4944,0.00911,-0.00911,0.0543,0.3936,-0.0541,4.193,0.326,-0.326,1779.0,182.0,-182.0,3.33,1.08,-0.35,264.0,,,1.14,1.17,-0.33,13.0,1.0,q1_q16_tce,5184.0,185.0,-147.0,4.502,0.079,-0.391,0.808,0.264,-0.085,284.54691,40.468529,15.805,1,1,1.0
6284,5262539,K05144.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,491.08027,0.02564,-0.02564,202.7762,0.0419,-0.0419,0.4169,0.0148,-0.4168,7.42,1.6,-1.6,335.6,72.1,-72.1,1.86,0.66,-0.26,241.0,,,0.79,0.84,-0.26,7.9,1.0,q1_q17_dr24_tce,5931.0,164.0,-162.0,4.396,0.107,-0.249,0.997,0.358,-0.138,287.77182,40.448051,14.427,1,1,1.0
6287,5271637,K05147.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,471.37787,0.05813,-0.05813,365.397,0.102,-0.102,0.0666,0.4157,-0.0663,16.91,4.8,-4.8,102.9,22.0,-22.0,1.31,0.65,-0.27,267.0,,,1.2,1.76,-0.54,12.2,1.0,q1_q16_tce,5831.0,156.0,-178.0,4.236,0.177,-0.257,1.305,0.64,-0.274,290.74387,40.479488,11.985,1,1,1.0
6293,6359929,K05269.01,,CANDIDATE,CANDIDATE,,0,0,0,0,371.50631,0.01167,-0.01167,260.1243,0.0196,-0.0196,0.0156,0.4519,-0.0155,8.854,0.8,-0.8,992.0,108.0,-108.0,2.88,1.17,-0.26,242.0,,,0.8,0.99,-0.2,14.1,1.0,q1_q16_tce,5696.0,166.0,-162.0,4.491,0.049,-0.283,0.924,0.376,-0.082,290.39795,41.75079,15.392,1,1,1.0
6306,3953212,K05026.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,459.23193,0.01418,-0.01418,192.7716,0.0192,-0.0192,0.8765,0.0098,-0.6127,17.722,0.623,-0.623,418.7,27.2,-27.2,2.64,0.89,-0.45,265.0,,,1.17,1.16,-0.45,19.5,1.0,q1_q16_tce,6067.0,158.0,-173.0,4.307,0.157,-0.225,1.116,0.377,-0.19,291.21167,39.093189,13.469,1,1,1.0
6309,9265521,K05646.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,386.62189,0.02355,-0.02355,319.129,0.0268,-0.0268,0.1616,0.2909,-0.1615,17.72,1.1,-1.1,193.2,18.8,-18.8,1.44,0.57,-0.16,267.0,,,1.21,1.38,-0.36,12.3,1.0,q1_q16_tce,6085.0,144.0,-176.0,4.412,0.073,-0.274,1.033,0.411,-0.115,283.8996,45.724232,13.262,1,1,1.0
6320,10201891,K05777.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.30881,0.0178,-0.0178,379.1454,0.0124,-0.0124,0.1243,0.3324,-0.1242,3.874,0.92,-0.92,535.2,94.8,-94.8,2.09,0.82,-0.18,249.0,,,0.91,1.05,-0.23,14.9,1.0,q1_q16_tce,5966.0,154.0,-175.0,4.519,0.036,-0.287,0.904,0.356,-0.076,289.41861,47.291889,14.866,1,1,1.0
6364,8548454,K05541.01,,CANDIDATE,CANDIDATE,,0,0,0,0,339.633833,0.008837,-0.008837,260.9552,0.0163,-0.0163,0.111,0.313,-0.1109,8.859,0.553,-0.553,517.8,49.6,-49.6,2.04,0.86,-0.17,250.0,,,0.93,1.16,-0.23,12.0,1.0,q1_q16_tce,5823.0,154.0,-167.0,4.522,0.033,-0.302,0.901,0.382,-0.074,286.80566,44.63987,14.699,1,1,1.0
6375,10394802,K05790.01,,CANDIDATE,CANDIDATE,0.803,0,0,0,0,178.266978,0.002828,-0.002828,229.75414,0.00929,-0.00929,0.886,0.048,-0.663,5.276,0.282,-0.282,1857.0,177.0,-177.0,3.71,0.32,-0.1,241.0,,,0.8,0.21,-0.09,12.5,1.0,q1_q17_dr25_tce,4899.0,77.0,-87.0,4.624,0.007,-0.063,0.713,0.062,-0.018,287.29132,47.598251,15.518,1,1,1.0
6382,7731281,K05416.01,Kepler-1628 b,CONFIRMED,FALSE POSITIVE,0.0,1,0,0,0,76.377855,0.001825,-0.001825,146.3485,0.0315,-0.0315,0.577,0.269,-0.363,4.809,0.163,-0.163,11004.0,320.0,-320.0,6.28,0.4,-0.8,240.0,,,0.78,0.24,-0.27,38.6,1.0,q1_q17_dr25_tce,3869.0,133.0,-147.0,4.674,0.068,-0.023,0.584,0.037,-0.074,281.6337,43.411579,16.595,1,1,1.0
6386,7751133,K05421.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,1,370.91308,0.01344,-0.01344,261.1884,0.0205,-0.0205,0.3443,0.1107,-0.3442,17.655,0.788,-0.788,270.3,20.8,-20.8,1.74,0.66,-0.22,266.0,,,1.18,1.31,-0.38,17.5,1.0,q1_q16_tce,5892.0,153.0,-171.0,4.386,0.097,-0.256,1.054,0.397,-0.137,291.13617,43.476749,13.648,1,1,1.0
6391,8571421,K05546.01,,CANDIDATE,CANDIDATE,,0,0,0,0,514.271499,0.006193,-0.006193,416.76798,0.00884,-0.00884,0.2032,0.2446,-0.2031,3.46,0.281,-0.281,688.9,88.3,-88.3,3.01,1.32,-0.36,258.0,,,1.04,1.33,-0.34,9.0,1.0,q1_q16_tce,6343.0,153.0,-229.0,4.411,0.058,-0.274,1.137,0.498,-0.135,295.97278,44.645088,14.848,1,1,1.0
6393,8575061,K05548.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,216.453511,0.00386,-0.00386,299.1452,0.0115,-0.0115,0.0052,0.4655,-0.0052,3.321,0.435,-0.435,1137.0,158.0,-158.0,2.91,1.22,-0.35,274.0,,,1.34,1.8,-0.42,7.5,1.0,q1_q16_tce,5385.0,211.0,-166.0,4.46,0.095,-0.276,0.878,0.368,-0.104,297.04089,44.62812,15.638,1,1,1.0
6400,9451521,K05674.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,231.521608,0.003347,-0.003347,341.06653,0.00922,-0.00922,0.5303,0.0338,-0.4571,2.819,0.332,-0.332,478.7,84.5,-84.5,1.96,0.58,-0.16,274.0,,,1.34,1.17,-0.32,6.1,1.0,q1_q16_tce,5695.0,150.0,-155.0,4.545,0.027,-0.225,0.872,0.262,-0.068,285.07355,46.033482,14.821,1,1,1.0
6411,7762153,K05423.01,,CANDIDATE,CANDIDATE,,0,0,0,0,366.55705,0.01821,-0.01821,238.1402,0.0411,-0.0411,0.1247,0.3304,-0.1246,11.62,0.736,-0.736,582.5,70.0,-70.0,2.63,1.38,-0.32,266.0,,,1.18,1.91,-0.4,10.2,1.0,q1_q16_tce,5857.0,172.0,-218.0,4.403,0.073,-0.321,1.1,0.581,-0.132,294.81995,43.471111,15.2,1,1,1.0
6419,8622875,K05551.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,374.71687,0.01344,-0.01344,505.6954,0.0152,-0.0152,0.985,0.017,-0.0117,52.986,0.914,-0.914,1126.2,28.7,-28.7,5.56,2.01,-0.83,259.0,,,1.06,1.14,-0.37,62.2,1.0,q1_q16_tce,5768.0,160.0,-144.0,4.375,0.128,-0.241,1.009,0.366,-0.15,291.08795,44.751789,14.012,1,1,1.0
6420,8644545,K05552.01,,CANDIDATE,CANDIDATE,0.907,0,0,0,0,295.958914,0.001981,-0.001981,138.92548,0.00474,-0.00474,0.024,0.433,-0.024,4.244,0.19,-0.19,464.1,30.5,-30.5,2.1,0.27,-0.26,265.0,,,1.17,0.44,-0.34,17.5,1.0,q1_q17_dr25_tce,5505.0,109.0,-98.0,4.386,0.126,-0.094,0.992,0.125,-0.125,298.13864,44.744061,13.344,1,1,1.0
6434,10552263,K05806.01,,CANDIDATE,CANDIDATE,,0,0,0,0,313.82752,0.009634,-0.009634,166.4928,0.0179,-0.0179,0.1103,0.3213,-0.1103,4.187,0.426,-0.426,168.0,22.5,-22.5,1.26,0.49,-0.14,272.0,,,1.28,1.45,-0.36,8.7,1.0,q1_q16_tce,5914.0,147.0,-162.0,4.453,0.063,-0.274,0.973,0.378,-0.103,297.87003,47.771091,12.355,1,1,1.0
6438,10581308,K05810.01,,CANDIDATE,CANDIDATE,,0,0,0,0,425.593391,0.008384,-0.008384,225.3273,0.0164,-0.0164,0.4892,0.0172,-0.4892,3.815,0.658,-0.658,237.6,47.5,-47.5,2.25,1.2,-0.75,278.0,,,1.41,2.31,-0.84,6.5,1.0,q1_q16_tce,5458.0,167.0,-135.0,4.09,0.339,-0.283,1.441,0.764,-0.481,282.68713,47.816978,13.766,1,1,1.0
6449,8678345,K05560.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,364.95068,0.01238,-0.01238,183.717,0.00812,-0.00812,0.9571,0.0691,-0.6303,0.636,0.479,-0.479,824.0,130.0,-130.0,3.69,1.64,-0.49,241.0,,,0.8,1.07,-0.26,5.8,1.0,q1_q16_tce,5574.0,166.0,-133.0,4.438,0.114,-0.283,0.884,0.393,-0.118,287.03516,44.815739,12.975,1,1,1.0
6467,10858504,K05835.01,,CANDIDATE,CANDIDATE,,0,0,0,0,474.96952,0.04683,-0.04683,281.948,0.0746,-0.0746,0.5688,0.1308,-0.4611,4.58,1.3,-1.3,595.0,220.0,-220.0,2.44,1.02,-0.23,249.0,,,0.91,1.12,-0.26,6.4,1.0,q1_q16_tce,6287.0,168.0,-209.0,4.473,0.052,-0.298,0.962,0.402,-0.092,290.57974,48.214218,15.087,1,1,1.0
6472,7900727,K05443.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,348.61891,0.01473,-0.01473,227.3466,0.0141,-0.0141,0.282,0.1962,-0.2819,3.567,0.717,-0.717,689.0,153.0,-153.0,2.4,0.72,-0.2,253.0,,,0.97,0.84,-0.26,5.8,1.0,q1_q16_tce,5911.0,155.0,-182.0,4.519,0.034,-0.229,0.914,0.275,-0.077,295.04797,43.650429,15.306,1,1,1.0
6475,8742270,K05567.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,397.3958488,0.0001727,-0.0001727,374.57082,0.000327,-0.000327,1.19,0.416,-0.09,6.1014,0.023,-0.023,29825.0,86.3,-86.3,64.56,10.34,-14.22,280.0,,,1.45,0.62,-0.61,395.7,1.0,q1_q17_dr25_tce,5544.0,83.0,-72.0,4.146,0.217,-0.093,1.362,0.218,-0.3,286.7926,44.968369,14.857,1,1,1.0
6503,7967210,K05452.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,362.49906,0.02211,-0.02211,404.3391,0.0423,-0.0423,0.5297,0.1166,-0.4028,12.17,2.1,-2.1,522.5,76.9,-76.9,2.51,0.93,-0.35,277.0,,,1.4,1.53,-0.49,10.3,1.0,q1_q16_tce,6043.0,170.0,-191.0,4.369,0.108,-0.255,1.065,0.394,-0.148,294.31674,43.797642,15.259,1,1,1.0
